Title,Global Sentiment
" Canadian Stocks Fall, Benchmark Index Retreats 0.8 Percent",-1
 Chinese Central Bank Lowers Reserve-Ratio Requirements for Some Rural Lenders,-1
 Turkey's ISE National 100 Index Down 2.9 Percent After Merkel's Comments,-1
" Global GDP Set for 2.8% Growth in 2023 as US, China Slump",-1
" Global CPI Headed to 5.5% at End 23, From 9.2% at End 22",-1
 Italy Money's Too Tight to Mention; May Signal Hard Times Ahead,-1
 Euro-Area -- From Energy Shock to Rates Hit,-1
 Italy Long End Cheaper.,-1
U.S. Stocks and Commodities Drop Amid Europe-Debt Concern,0
S&P 500 Records Worst Thanksgiving-week Loss Since 1932,0
Energy Producers and Retailers Suffer Biggest Declines in S&P 500,-1
Black Friday Arrives with Low Consumer Sentiment,0
European Officials Oppose Forcing Private Investors to Share Bailout Costs,0
German Finance Minister Suggests Easing Bondholder Provisions in Rescue Fund,0
U.S. Financial Shares Show Better Tone Despite European Crisis,0
Dollar Increases Against 15 of 16 Major Peers,1
 Italy Pays Almost 7 Percent to Sell Six-Month Bills,-1
 ECB Urges Euro-Area Politicians to Take Bold Steps Toward Fiscal Union,1
 S&P Lowers Belgium's Long-Term Sovereign Credit Ratings,-1
 Japan's Benchmark Bond Yields Record Biggest Weekly Gain Since January,0
 MSCI Emerging Markets Index Slips to Seven-Week Low,0
Global Stocks Rise for First Time in 11 Days,1
U.S. Thanksgiving Weekend Retail Sales Jump to Record,1
Speculation Grows Over European Leaders' Response to Debt Crisis,1
"Euro Strengthens, Treasuries Reverse Earlier Losses",1
"S&P 500 Rallies, Halting Seven-Day Losing Streak",1
AT&T Considers Divesting T-Mobile USA Assets to Secure Takeover,1
Retail Sales Climb 16% Over Holiday Weekend,1
Cyber Monday Online Retail Sales Up 20% from Last Year,1
"Fitch Affirms U.S.'s AAA Rating, Revises Outlook to Negative",1
 Federal Reserve Poised to Start New Round of Stimulus,1
 European Leaders Urged to Respond to Debt Crisis,1
 OECD Warns of Global Growth Stall Due to Europe's Monetary Union Doubts,1
 Belgian 10-Year Bond Yields Fall After Debt Sale,1
 Italian Bonds Rise as Banking Association Promotes Purchases,1
 New Zealand Dollar Climbs After Prime Minister's Re-Election,1
" Emerging Markets Index Jumps 2.8%, Biggest Gain in a Month",1
" Oil Futures Rise 1.5%, Topping $100",1
 Silver and Copper Lead Commodity Gains.,1
Stocks and Commodities Rise as U.S. Consumer Confidence Increases,0
European Finance Ministers Discuss Efforts to Tame Debt Crisis,1
"S&P 500 Index Adds 0.2 Percent, Trimming Rally from 0.9 Percent",0
Euro Climbs 0.1 Percent to $1.3329,0
S&P GSCI Gauge of 24 Commodities Advances 1.3 Percent,0
Ten-Year U.S. Treasury Yields Rise Two Basis Points to 2 Percent,1
U.S. Equities Rally After Conference Board's Sentiment Gauge Climbs,0
European Effort to Expand Bailout Fund to 1 Trillion Euros Falling Short,1
"S&P 500 Snaps Seven-Day Slump, Rallies 2.9 Percent",0
" Energy, Utility and Consumer Staples Companies Lead Gains",1
 Corning Inc. Plunges 11 Percent After Cutting Fourth-Quarter Earnings Forecast,-1
 Federal Reserve Vice Chairman Janet Yellen Suggests More Asset Purchases,0
 Oil Climbs 1.6 Percent to $99.79 a Barrel Amid Iranian Protests,1
 Italy Forced to Sell Bonds at Rates Exceeding 7 Percent,0
 Finance Ministers Discuss Channeling ECB Loans to Struggling Nations Through IMF,1
 European Financial Stability Facility Needs Help from IMF and ECB,1
 Cost for European Banks to Fund in Dollars Rises to Highest Level Since 2008,1
 MSCI Emerging Markets Index Climbs 1 Percent.,0
"Stocks, Euro, Commodities Surge as Central Banks Boost Liquidity",1
"Central Banks of U.S., Euro Region, Canada, U.K., Japan, and Switzerland Cut Cost of Dollar Funding",1
China Cuts Reserve Requirement Ratio for Banks by 0.5 Percentage Points,1
Euro-Area Finance Ministers Seek Greater Role for IMF and ECB in Debt Crisis,1
Central Banks' Actions Ease Surge in Borrowing Rates,1
Speculation Rises Over Potential Fed Discount Rate Cut,1
S&P 500 Index Records Biggest Jump Since August 2011,1
U.S. Economy Expands at Moderate Pace in 11 of 12 Districts,1
 Dollar Weakens Against All 16 Major Peers,-1
" Commodities Set for Difficult Environment in 2012, UBS AG Predicts",1
 European Stocks Rally Despite S&P Debt Ratings Cut on Major Lenders,1
 Cost of Insuring Against Default on European Corporate Debt Falls,1
 MSCI Emerging Markets Index Trims Monthly Drop to 6.7 Percent,1
 Shanghai Composite Index Falls 3.3 Percent Amid Policy Concerns.,-1
U.S. Stocks Retreat Despite Improving Manufacturing Growth,0
Spanish and French Bonds Rally Amid Successful Debt Auctions,-1
U.S. Manufacturing Expands at Fastest Pace in Five Months,0
Contraction in China's Manufacturing Fuels Global Economic Concerns,1
"Massachusetts Sues Five Lenders Including JPMorgan, Citigroup, and Bank of America for Deceptive Foreclosure Practices",-1
Financial Shares Lead Losses in S&P 500 Amid European Debt Crisis Concerns,0
"Jobless Claims Climb to 402,000 in Week Ended Nov. 26",0
"U.S. Expected to Add 125,000 Jobs in November, Unemployment Rate Holds at 9%",0
Federal Reserve Bank of St. Louis President James Bullard Advocates for Wait-and-See Approach to Monetary Policy,0
 Commodities Slip 0.5% Following Three-Day Rally,0
 French 10-Year Bonds Narrow Yield Gap with German Bunds,-1
 European Central Bank President Mario Draghi Signals Potential for More Action Against Debt Crisis,-1
 France and Spain Successfully Auction Off 10-Year Bonds,-1
 Cost of Insuring Against Default on Sovereign Debt Falls for Third Day,0
" MSCI Emerging Markets Index Rises 3.3%, Extending Week's Gain to 9.3%.",0
"U.S. Stocks Erase Gain as Treasuries, Dollar Rise; Oil Rallies",1
S&P 500 Drops Amid Concerns Over European Debt Crisis,0
"Yields on 10-Year Treasuries Fall, Dollar Index Rises",0
Oil Prices Reach Two-Week High Amid Iran-West Tensions,1
"U.S. Jobless Rate Drops to 8.6%, Below Economists' Expectations",0
Angela Merkel Dismisses Quick Solutions for European Debt Crisis,0
Tenet Healthcare Corp. Leads S&P 500 Losses After Medicare Payment Update,-1
Federal Reserve and Other Central Banks Lower Cost of Dollar Funding,0
Citigroup Economic Surprise Index for U.S. Reaches Highest Level Since March,1
" Euro Surges 1.7% Against Dollar, Rebounds from Seven-Week Low",0
 Spanish 10-Year Government Bonds Rise for Fifth Consecutive Day,1
 Crude Oil Futures Settle Above $100 a Barrel for Third Straight Day.,1
"Stocks Rise as Europe Fights Crisis; Euro, Oil Reverse Gains",0
S&P Puts European Nations on Watch for Potential Downgrades,1
Italy's Leader Proposes Budget Cuts to Fight Debt Crisis,1
Germany and France Push for New Treaty to Combat Debt Crisis,1
Euro Erases Gains Amid Potential Downgrades,1
"S&P 500 Climbs, Adding to Best Weekly Gain Since 2009",1
Italy's Prime Minister Prepares 30 Billion-Euro Plan to Reduce Debt,1
France and Germany Seek New EU Treaty for Euro Area Governments,1
"S&P Plans to Put France, Germany and Other European Nations on Creditwatch Negative",1
 MSCI All-Country World Index Posts Sixth Consecutive Day of Gains,1
" Banks Lead Gains in S&P 500, with JPMorgan Chase & Co., Citigroup Inc. and Bank of America Corp. Climbing",1
 MetLife Inc. Forecasts Earnings Increase in 2012,1
" S&P 500 Predicted to Climb to 1,360 Next Year",1
 Germany and France May Lose AAA Credit Ratings Amid Debt Crisis,1
 Merkel and Sarkozy Back Automatic Penalties for Countries Violating Deficit Limits,1
 MSCI Emerging Markets Index Records Sixth Straight Gain,1
 Merkel's Government Supports Bundesbank's Aid in Fighting Debt Crisis Through IMF,1
 S&P GSCI Index of 24 Commodities Slips 0.1 Percent,1
 China's Purchasing Managers Index Shrinks for First Time Since February,0
 Germany Sells 2.675 Billion Euros of Six-Month Bills to Yield 0.0005 Percent.,1
U.S. Stocks Rise Amid Optimism Over Europe Debt Crisis,0
S&P 500 Reaches Three-Week High,0
"French, Spanish, Austrian Bonds Fall After S&P Credit Rating Warning",0
Euro Erases Losses Amid Larger European Rescue Effort Plans,0
"Raw-Material Producers, Health-Care, Telephone Companies Lead Gains in S&P 500",1
"General Electric, Pfizer, Chevron, 3M Lead Dow Jones Industrial Average Rise",1
3M Predicts Revenue Increase of Up to 6% Next Year,1
Darden Restaurants Cuts Full-Year Sales and Profit Growth Forecasts,-1
10-Year U.S. Treasury Note Yield Climbs to Near Highest Level Since October,1
 S&P Warns European Financial Stability Facility May Lose Top Rating,0
 S&P Considers Downgrading Credit Ratings of Six Euro Nations,0
 German Finance Minister Believes S&P's Downgrade Warning Will Spur Europe to Resolve Fiscal Crisis,0
 French 10-Year Bond Yield Jumps 11 Basis Points,0
 Swiss Franc Weakens After Consumer Prices Fall,0
 Australia's Dollar Drops After Central Bank Reduces Benchmark Interest Rate,-1
 Stoxx Europe 600 Index Drops 0.3%,0
 MSCI Emerging Markets Index Falls 1.2%,-1
 Fitch Ratings Predicts Chinese Property-Price Correction Will Worsen Loan Portfolios,0
 Nomura Holdings Cuts Estimate for China's Economic Growth Next Year.,0
U.S. Stocks Rise Amid Optimism Over Europe Summit,1
Treasuries Advance as Dow Jones Reaches Highest Level Since October,0
Euro Fluctuates as Commodities Fall,-1
S&P 500 Erases Loss After G20 Considers $600 Billion IMF Lending Program,0
"JPMorgan Rallies, Leading Gains in Financial Shares",1
S&P Puts EU's AAA Long-Term Rating on Creditwatch Negative,0
Deutsche Bank and BNP Paribas Given Negative Outlook by S&P,1
Stoxx Europe 600 Index Slips as Banca Monte dei Paschi di Siena Leads Drop Among Lenders,0
Germany Rejects Combining Current and Permanent Euro-Area Rescue Funds,0
 ECB May Announce Measures to Fight Crisis,0
 Canadian Finance Minister Denies Discussion on $600 Billion Plan to Boost IMF Lending,1
 International Investors Predict At Least One Nation Will Dump Euro,1
 German Bonds Advance After Successful Auction,0
 Libor Climbs to Highest Level Since July 2009 Amid Euro Region's Debt Crisis,0
 ECB's Demand for Three-Month Dollar Loans Jumps.,0
"Stocks, Euro, Italy Bonds Retreat as ECB Damps Debt-Buying Bets",-1
U.S. Equities Extend Losses Amid Debt Crisis Proposals Rejection by Germany,-1
S&P 500 Index Records Worst Drop in Two Weeks,-1
European Equities and Euro Lower as ECB President Dampens Bond Purchase Speculation,-1
European Banking Authority Announces Increase in Capital Requirement for Region's Banks,-1
U.S. Equities Slide as Germany Opposes Debt-Crisis Fighting Measures,-1
ECB Announces More Non-Standard Measures to Fight Crisis,-1
S&P 500 Rally Snapped Amid Concerns Over European Debt Crisis,-1
"JPMorgan Chase & Co., Bank of America Corp. and Alcoa Inc. Lead Declines in Dow Jones Industrial Average",-1
" Financial Shares Tumble 3.7 Percent, Leading Industry Declines in S&P 500",-1
 S&P 500 Falls Below 200-Day Average Price,-1
" Commodity Declines Led by Silver, Oil, and Zinc",-1
" Italy's 10-Year Bond Yield Surges, Increasing Spread Above German Bunds",-1
 Euro-Area Leaders Consider Loans Through IMF to Shore Up European Finances,-1
" MSCI Asia Pacific Index Retreats, Led by Australia's S&P/ASX 200 and Japan's Nikkei 225",-1
" MSCI Emerging Markets Index Tumbles, Led by India's Sensex",-1
 Brazil's Bovespa Tumbles 2.1 Percent.,-1
Asian Stocks Head for Mixed Start; Oil Rebounds,1
"OPEC Mulls Smaller Output Boost, Lifting Crude",1
S&P 500 Slips 0.2%; 10-Year Treasury Yield Steady at 2.92%,1
Chinese Markets Reopen Amid Escalated Trade Tensions with U.S.,1
Emerging-Market Equities Extend Drop After Worst Weekly Performance in a Month,1
Crude Climbs as Producers Discuss Smaller-Than-Expected Boost to Production,1
Pound Under Pressure as U.K Prime Minister Loses Vote on Key Brexit Legislation,0
European Central Bank to Maintain Key Rate Until Second Half of Next Year,1
U.S. Housing Starts Expected to Rise in May,1
 Bank of England Rate Decision Due on Thursday,1
 S&P 500 Falls 0.2 Percent,1
 MSCI Emerging Market Index Declines 0.7 Percent to Lowest Since December,1
 Bloomberg Dollar Spot Index Remains Near Highest in 11 Months,1
" Gold Slides 0.1 Percent to $1,277.25 an Ounce",0
 WTI Oil Rises 1.2 Percent to $65.83 a Barrel,1
 FOMC Minutes From June Meeting Due on July 5th.,1
U.S. Economy Strength Regains Market Focus as China's Financial Turmoil Eases,-1
U.S. Stocks and Bonds Rise Amid Signs of Strengthening Economy,-1
Emerging Markets Feel Lingering Effects of China's Devaluation,-1
U.S. Factory Production Exceeds Forecasts in July,-1
U.S. Wholesale Prices Climb at Slower Pace in July,-1
Probability of Federal Reserve Rate Increase in September Rises to 52%,-1
European Equity Markets Stabilize After Days of Wild Swings,-1
Malaysia's Ringgit Plunges Amid Political Scandal and Oil Decline,-1
"West Texas Intermediate Oil Climbs, But Crude Falls for Seventh Week",-1
 Gold Sees Biggest Weekly Gain in Two Months as Haven Appeal Grows.,-1
U.S. Stocks Fall as Fed Damps QE3 Bets,-1
Dollar and Treasuries Rally Amidst Economic Concerns,1
Gold Slumps to a Seven-Week Low,-1
Dollar Index Rises as Euro Falls,-1
Ten-Year Treasury Yields Slip Following Strong Auction Demand,-1
Fed Maintains U.S. Growth Despite Global Economy Slowdown,-1
"Operation Twist Continues, No Mention of QE3",-1
"German Investor Confidence Grows, Spain Sells More Debt",-1
Financial Shares Fall After Fed's Statement,-1
 Retailers Drag S&P 500 Down After Slow Sales Growth,-1
 Treasuries Reverse Losses After U.S. Sale of 10-Year Notes,-1
 Fed Warns of Significant Downside Risks to Economic Outlook,-1
 Fed Maintains Low Interest Rates Through Mid-2013,-1
" Cocoa, Gasoline, and Oil Prices Jump",1
 Gold Futures Drop 2 Percent,0
 Crude Settles Up 2.4 Percent Amidst Iranian Military Drills,1
" Stoxx Europe 600 Index Rises, Parred by Bank and Insurer Declines",1
 ZEW Center's Confidence Index Increases,-1
 Spanish and Italian Note Yields Fluctuate,-1
 Euro Drops After Merkel Rejects Boosting Bailout Fund,-1
 MSCI Emerging Markets Index Falls to Lowest Since Nov. 29,-1
 South Korea's Kospi Index and Shanghai Composite Index Drop.,-1
"U.S. Stocks, Euro, Commodities Drop as Treasuries Rally After Auction",-1
Euro Slides Below $1.30 for the First Time Since January,-1
"S&P 500 Index Falls 1.1 Percent, Stoxx Europe 600 Index Loses 2.1 Percent",-1
"Oil Tumbles the Most Since September, Gold Slides Below $1,600 an Ounce",-1
Ten-Year U.S. Treasury Yields Lose Seven Basis Points to 1.89 Percent,-1
Italy's Five-Year Yield Rises to a 14-Year High at Auction,-1
Federal Reserve Chairman Ben S. Bernanke Rules Out Plan to Help European Banks,-1
Chevron Corp. and Transocean Ltd. Asked to Suspend All Activity in Brazil After Oil Spill,-1
U.S. Sells 30-Year Bonds at a Record Low Yield of 2.925 Percent,-1
 OPEC Agrees to Raise Its Production Ceiling,-1
 German Chancellor Merkel Reiterates Opposition to Euro Bonds,-1
 Cost for European Banks to Borrow in Dollars Rises for a Fifth Day,-1
 Italy's 10-Year Yield Increases 11 Basis Points to 6.796 Percent,-1
" MSCI Emerging Markets Index Falls 1.4 Percent, Declining for a Fifth Day",-1
 China's Shanghai Composite Index Reaches Lowest Level Since March 2009.,-1
Stocks Rise on Strengthening U.S. Data; Commodities Erase Gains,1
Spain Raises Almost Double its Target at Debt Sale,0
S&P 500 Rebounds from Three-Day Slump,0
Euro Strengthens from 11-Month Low,1
Spanish and Italian Bonds Rally,1
Jobless Claims Drop to Three-Year Low in U.S.,0
FedEx Corp. Rallies 8 Percent for Biggest Gain Since 2009,1
Hedge Funds Poised to Post Second-Worst Year on Record,0
 Five-Year Spanish Notes Rise for Fifth Straight Day,0
 MSCI Emerging Markets Index Slides for Sixth Day,1
 Shanghai Composite Index Sinks to Lowest Level Since 2009,-1
 Nikkei 225 Stock Average Retreats 1.7 Percent,-1
 Tankan Large Manufacturer Index Slides to Minus 4.,0
"U.S. Stocks Advance, Paring Weekly Loss",1
Energy and Financial Companies Drive Market Gains,1
"Fitch Ratings Lowers France's Outlook, Puts Spain and Italy Under Review",0
"Treasuries Advance, Dollar Trims Losses Against Euro",1
Fitch Predicts Comprehensive Solution to Euro Zone Crisis is Beyond Reach,0
European Union Expected to Meet Dec. 19 Deadline for Crisis-Fighting Package,0
VIX Drops Indicating Investors Paying Less for Equity Loss Protection,0
Energy Stocks and Banks Lead Gains in S&P 500 Industries,1
Spanish and Italian Notes Rise on Speculation of Banks Buying Securities,0
" Copper Futures Gain 2 Percent, Crude Oil Futures Slump 0.4 Percent",1
 Spain's Two-Year Yields Drop to Four-Month Low After Successful Auction,0
 Italian Notes Extend Weekly Gain After Confidence Vote for Monti's Government,0
 French and Belgian Bonds Advance Amid Euro Zone Crisis,0
" Home Depot Inc. Leads Gains in Dow, IBM and United Technologies Corp. Slip",0
